Id,Text,Layanan,Program,Sarana dan Prasarana,Teknis,sentimen,preprocessed,tweet_tokens,stemmed_only,stopword_only,stemmed_stopword,stemmed_only_string,stopword_only_string,stemmed_stopword_string
243,Radio milik pemerintah yg msh eksis hingga saat ini.,0,0,0,0,positif,radio milik pemerintah yg msh eksis hingga saat ini,"['radio', 'milik', 'pemerintah', 'yg', 'msh', 'eksis', 'hingga', 'saat', 'ini']","['radio', 'milik', 'perintah', 'yg', 'msh', 'eks', 'hingga', 'saat', 'ini']","['radio', 'milik', 'pemerintah', 'msh', 'eksis']","['radio', 'milik', 'perintah', 'msh', 'eks']",radio milik perintah yg msh eks hingga saat ini,radio milik pemerintah msh eksis,radio milik perintah msh eks
244,Radio modern. hanya saja dipegang oleh orang bermental jaman dahulu.,1,0,0,0,negatif,radio modern hanya saja dipegang oleh orang bermental jaman dahulu,"['radio', 'modern', 'hanya', 'saja', 'dipegang', 'oleh', 'orang', 'bermental', 'jaman', 'dahulu']","['radio', 'modern', 'hanya', 'saja', 'pegang', 'oleh', 'orang', 'mental', 'jaman', 'dahulu']","['radio', 'modern', 'dipegang', 'orang', 'bermental', 'jaman']","['radio', 'modern', 'pegang', 'orang', 'mental', 'jaman']",radio modern hanya saja pegang oleh orang mental jaman dahulu,radio modern dipegang orang bermental jaman,radio modern pegang orang mental jaman
616,Radio paling bagus semalang raya nih,0,1,0,0,positif,radio paling bagus semalang raya nih,"['radio', 'paling', 'bagus', 'semalang', 'raya', 'nih']","['radio', 'paling', 'bagus', 'malang', 'raya', 'nih']","['radio', 'bagus', 'semalang', 'raya']","['radio', 'bagus', 'malang', 'raya']",radio paling bagus malang raya nih,radio bagus semalang raya,radio bagus malang raya
137,Radio republik indonesia pelopor penyiaran antar pulau di indonesia dan mempersatukan nusantara indonesia raya.,1,0,0,0,positif,radio republik indonesia pelopor penyiaran antar pulau di indonesia dan mempersatukan nusantara indonesia raya,"['radio', 'republik', 'indonesia', 'pelopor', 'penyiaran', 'antar', 'pulau', 'di', 'indonesia', 'dan', 'mempersatukan', 'nusantara', 'indonesia', 'raya']","['radio', 'republik', 'indonesia', 'pelopor', 'siar', 'antar', 'pulau', 'di', 'indonesia', 'dan', 'satu', 'nusantara', 'indonesia', 'raya']","['radio', 'republik', 'indonesia', 'pelopor', 'penyiaran', 'pulau', 'indonesia', 'mempersatukan', 'nusantara', 'indonesia', 'raya']","['radio', 'republik', 'indonesia', 'pelopor', 'siar', 'pulau', 'indonesia', 'satu', 'nusantara', 'indonesia', 'raya']",radio republik indonesia pelopor siar antar pulau di indonesia dan satu nusantara indonesia raya,radio republik indonesia pelopor penyiaran pulau indonesia mempersatukan nusantara indonesia raya,radio republik indonesia pelopor siar pulau indonesia satu nusantara indonesia raya
293,Radio sejarah.... Wokay sip ?? ,0,0,0,0,positif,radio sejarah wokay sip ,"['radio', 'sejarah', 'wokay', 'sip']","['radio', 'sejarah', 'wokay', 'sip']","['radio', 'sejarah', 'wokay', 'sip']","['radio', 'sejarah', 'wokay', 'sip']",radio sejarah wokay sip,radio sejarah wokay sip,radio sejarah wokay sip
486,Radio skrng bnyk yg tutup.. Orang bralih ke sosmed kirm salam,0,1,0,0,negatif,radio skrng bnyk yg tutup orang bralih ke sosmed kirm salam,"['radio', 'skrng', 'bnyk', 'yg', 'tutup', 'orang', 'bralih', 'ke', 'sosmed', 'kirm', 'salam']","['radio', 'skrng', 'bnyk', 'yg', 'tutup', 'orang', 'bralih', 'ke', 'sosmed', 'kirm', 'salam']","['radio', 'skrng', 'bnyk', 'tutup', 'orang', 'bralih', 'sosmed', 'kirm', 'salam']","['radio', 'skrng', 'bnyk', 'tutup', 'orang', 'bralih', 'sosmed', 'kirm', 'salam']",radio skrng bnyk yg tutup orang bralih ke sosmed kirm salam,radio skrng bnyk tutup orang bralih sosmed kirm salam,radio skrng bnyk tutup orang bralih sosmed kirm salam
515,Radio sort wave tetep ada krn jangkauan nya tak terbatas di muka bumi informasi hiburan masih bs di pantau dengar di tengah samudera bagi para pelaut yg tggal di pulau terpencil.,0,0,0,1,positif,radio sort wave tetep ada krn jangkauan nya tak terbatas di muka bumi informasi hiburan masih bs di pantau dengar di tengah samudera bagi para pelaut yg tggal di pulau terpencil,"['radio', 'sort', 'wave', 'tetep', 'ada', 'krn', 'jangkauan', 'nya', 'tak', 'terbatas', 'di', 'muka', 'bumi', 'informasi', 'hiburan', 'masih', 'bs', 'di', 'pantau', 'dengar', 'di', 'tengah', 'samudera', 'bagi', 'para', 'pelaut', 'yg', 'tggal', 'di', 'pulau', 'terpencil']","['radio', 'sort', 'wave', 'tetep', 'ada', 'krn', 'jangkau', 'nya', 'tak', 'batas', 'di', 'muka', 'bumi', 'informasi', 'hibur', 'masih', 'bs', 'di', 'pantau', 'dengar', 'di', 'tengah', 'samudera', 'bagi', 'para', 'laut', 'yg', 'tggal', 'di', 'pulau', 'pencil']","['radio', 'sort', 'wave', 'tetep', 'jangkauan', 'terbatas', 'muka', 'bumi', 'informasi', 'hiburan', 'bs', 'pantau', 'dengar', 'samudera', 'pelaut', 'tggal', 'pulau', 'terpencil']","['radio', 'sort', 'wave', 'tetep', 'jangkau', 'batas', 'muka', 'bumi', 'informasi', 'hibur', 'bs', 'pantau', 'dengar', 'samudera', 'laut', 'tggal', 'pulau', 'pencil']",radio sort wave tetep ada krn jangkau nya tak batas di muka bumi informasi hibur masih bs di pantau dengar di tengah samudera bagi para laut yg tggal di pulau pencil,radio sort wave tetep jangkauan terbatas muka bumi informasi hiburan bs pantau dengar samudera pelaut tggal pulau terpencil,radio sort wave tetep jangkau batas muka bumi informasi hibur bs pantau dengar samudera laut tggal pulau pencil
516,Radio sw memang masih digunakan di jaman internet super canggih sperti skarang. Trutama di tempat terpencil untuk keperluan sar juga dll. Malah digunakan juga dalam medan perang (sperti yg terjsdi di ukraina dan tempat lainnya) karna frekuensi shortwave sulit dikendalikan oleh pemerintah stempat. Jadi bisa dijadikan sumber berita dari pihak yg bertikai.,0,1,0,0,positif,radio sw memang masih digunakan di jaman internet super canggih sperti skarang trutama di tempat terpencil untuk keperluan sar juga dll malah digunakan juga dalam medan perang sperti yg terjsdi di ukraina dan tempat lainnya karna frekuensi shortwave sulit dikendalikan oleh pemerintah stempat jadi bisa dijadikan sumber berita dari pihak yg bertikai,"['radio', 'sw', 'memang', 'masih', 'digunakan', 'di', 'jaman', 'internet', 'super', 'canggih', 'sperti', 'skarang', 'trutama', 'di', 'tempat', 'terpencil', 'untuk', 'keperluan', 'sar', 'juga', 'dll', 'malah', 'digunakan', 'juga', 'dalam', 'medan', 'perang', 'sperti', 'yg', 'terjsdi', 'di', 'ukraina', 'dan', 'tempat', 'lainnya', 'karna', 'frekuensi', 'shortwave', 'sulit', 'dikendalikan', 'oleh', 'pemerintah', 'stempat', 'jadi', 'bisa', 'dijadikan', 'sumber', 'berita', 'dari', 'pihak', 'yg', 'bertikai']","['radio', 'sw', 'memang', 'masih', 'guna', 'di', 'jaman', 'internet', 'super', 'canggih', 'sperti', 'skarang', 'trutama', 'di', 'tempat', 'pencil', 'untuk', 'perlu', 'sar', 'juga', 'dll', 'malah', 'guna', 'juga', 'dalam', 'medan', 'perang', 'sperti', 'yg', 'terjsdi', 'di', 'ukraina', 'dan', 'tempat', 'lain', 'karna', 'frekuensi', 'shortwave', 'sulit', 'kendali', 'oleh', 'perintah', 'stempat', 'jadi', 'bisa', 'jadi', 'sumber', 'berita', 'dari', 'pihak', 'yg', 'tika']","['radio', 'sw', 'jaman', 'internet', 'super', 'canggih', 'sperti', 'skarang', 'trutama', 'terpencil', 'keperluan', 'sar', 'dll', 'medan', 'perang', 'sperti', 'terjsdi', 'ukraina', 'karna', 'frekuensi', 'shortwave', 'sulit', 'dikendalikan', 'pemerintah', 'stempat', 'dijadikan', 'sumber', 'berita', 'bertikai']","['radio', 'sw', 'jaman', 'internet', 'super', 'canggih', 'sperti', 'skarang', 'trutama', 'pencil', 'perlu', 'sar', 'dll', 'medan', 'perang', 'sperti', 'terjsdi', 'ukraina', 'karna', 'frekuensi', 'shortwave', 'sulit', 'kendali', 'perintah', 'stempat', 'jadi', 'sumber', 'berita', 'tika']",radio sw memang masih guna di jaman internet super canggih sperti skarang trutama di tempat pencil untuk perlu sar juga dll malah guna juga dalam medan perang sperti yg terjsdi di ukraina dan tempat lain karna frekuensi shortwave sulit kendali oleh perintah stempat jadi bisa jadi sumber berita dari pihak yg tika,radio sw jaman internet super canggih sperti skarang trutama terpencil keperluan sar dll medan perang sperti terjsdi ukraina karna frekuensi shortwave sulit dikendalikan pemerintah stempat dijadikan sumber berita bertikai,radio sw jaman internet super canggih sperti skarang trutama pencil perlu sar dll medan perang sperti terjsdi ukraina karna frekuensi shortwave sulit kendali perintah stempat jadi sumber berita tika
506,Radio tak lekang oleh waktu dan zamn,0,1,0,0,positif,radio tak lekang oleh waktu dan zamn,"['radio', 'tak', 'lekang', 'oleh', 'waktu', 'dan', 'zamn']","['radio', 'tak', 'lekang', 'oleh', 'waktu', 'dan', 'zamn']","['radio', 'lekang', 'zamn']","['radio', 'lekang', 'zamn']",radio tak lekang oleh waktu dan zamn,radio lekang zamn,radio lekang zamn
485,Radio tanpa kuota juga bisa aktifðððð,0,0,0,1,positif,radio tanpa kuota juga bisa aktif,"['radio', 'tanpa', 'kuota', 'juga', 'bisa', 'aktif']","['radio', 'tanpa', 'kuota', 'juga', 'bisa', 'aktif']","['radio', 'kuota', 'aktif']","['radio', 'kuota', 'aktif']",radio tanpa kuota juga bisa aktif,radio kuota aktif,radio kuota aktif
311,Radio terbaik,0,0,0,0,positif,radio terbaik,"['radio', 'terbaik']","['radio', 'baik']","['radio', 'terbaik']","['radio', 'baik']",radio baik,radio terbaik,radio baik
607,Radio terbaik anak muda produktif di Kota Malang. Bahasannya sangat informatif dengan pembawaan edutainment. Jadi penyiar ga haha hihi hehe aja dan ga lo gue gitu sopan banget mereka. Terus mengudara selama-lamanya Kalimaya :),1,1,0,0,positif,radio terbaik anak muda produktif di kota malang bahasannya sangat informatif dengan pembawaan edutainment jadi penyiar ga haha hihi hehe aja dan ga lo gue gitu sopan banget mereka terus mengudara selama lamanya kalimaya,"['radio', 'terbaik', 'anak', 'muda', 'produktif', 'di', 'kota', 'malang', 'bahasannya', 'sangat', 'informatif', 'dengan', 'pembawaan', 'edutainment', 'jadi', 'penyiar', 'ga', 'haha', 'hihi', 'hehe', 'aja', 'dan', 'ga', 'lo', 'gue', 'gitu', 'sopan', 'banget', 'mereka', 'terus', 'mengudara', 'selama', 'lamanya', 'kalimaya']","['radio', 'baik', 'anak', 'muda', 'produktif', 'di', 'kota', 'malang', 'bahas', 'sangat', 'informatif', 'dengan', 'bawa', 'edutainment', 'jadi', 'siar', 'ga', 'haha', 'hihi', 'hehe', 'aja', 'dan', 'ga', 'lo', 'gue', 'gitu', 'sopan', 'banget', 'mereka', 'terus', 'udara', 'lama', 'lama', 'kalimaya']","['radio', 'terbaik', 'anak', 'muda', 'produktif', 'kota', 'malang', 'bahasannya', 'informatif', 'pembawaan', 'edutainment', 'penyiar', 'haha', 'hihi', 'lo', 'gue', 'gitu', 'sopan', 'banget', 'mengudara', 'kalimaya']","['radio', 'baik', 'anak', 'muda', 'produktif', 'kota', 'malang', 'bahas', 'informatif', 'bawa', 'edutainment', 'siar', 'haha', 'hihi', 'lo', 'gue', 'gitu', 'sopan', 'banget', 'udara', 'kalimaya']",radio baik anak muda produktif di kota malang bahas sangat informatif dengan bawa edutainment jadi siar ga haha hihi hehe aja dan ga lo gue gitu sopan banget mereka terus udara lama lama kalimaya,radio terbaik anak muda produktif kota malang bahasannya informatif pembawaan edutainment penyiar haha hihi lo gue gitu sopan banget mengudara kalimaya,radio baik anak muda produktif kota malang bahas informatif bawa edutainment siar haha hihi lo gue gitu sopan banget udara kalimaya
629,Radio terbaik emang,1,0,0,0,positif,radio terbaik emang,"['radio', 'terbaik', 'emang']","['radio', 'baik', 'emang']","['radio', 'terbaik', 'emang']","['radio', 'baik', 'emang']",radio baik emang,radio terbaik emang,radio baik emang
231,Radio tertua dan tempat paling bersejarah di ranah keradioan Indonesia,1,0,0,0,positif,radio tertua dan tempat paling bersejarah di ranah keradioan indonesia,"['radio', 'tertua', 'dan', 'tempat', 'paling', 'bersejarah', 'di', 'ranah', 'keradioan', 'indonesia']","['radio', 'tua', 'dan', 'tempat', 'paling', 'sejarah', 'di', 'ranah', 'radio', 'indonesia']","['radio', 'tertua', 'bersejarah', 'ranah', 'keradioan', 'indonesia']","['radio', 'tua', 'sejarah', 'ranah', 'radio', 'indonesia']",radio tua dan tempat paling sejarah di ranah radio indonesia,radio tertua bersejarah ranah keradioan indonesia,radio tua sejarah ranah radio indonesia
593,Radio tri sakti parung panjang mengudara di frekwensi . mhz menutupi sinyal RRI Banten. Foto ini studio mereka tri sakti fm. Beralamat di kampung cibunar parung panjang,0,0,1,0,positif,radio tri sakti parung panjang mengudara di frekwensi mhz menutupi sinyal rri banten foto ini studio mereka tri sakti fm beralamat di kampung cibunar parung panjang,"['radio', 'tri', 'sakti', 'parung', 'panjang', 'mengudara', 'di', 'frekwensi', 'mhz', 'menutupi', 'sinyal', 'rri', 'banten', 'foto', 'ini', 'studio', 'mereka', 'tri', 'sakti', 'fm', 'beralamat', 'di', 'kampung', 'cibunar', 'parung', 'panjang']","['radio', 'tri', 'sakti', 'parung', 'panjang', 'udara', 'di', 'frekwensi', 'mhz', 'tutup', 'sinyal', 'rri', 'banten', 'foto', 'ini', 'studio', 'mereka', 'tri', 'sakti', 'fm', 'alamat', 'di', 'kampung', 'cibunar', 'parung', 'panjang']","['radio', 'tri', 'sakti', 'parung', 'mengudara', 'frekwensi', 'mhz', 'menutupi', 'sinyal', 'rri', 'banten', 'foto', 'studio', 'tri', 'sakti', 'fm', 'beralamat', 'kampung', 'cibunar', 'parung']","['radio', 'tri', 'sakti', 'parung', 'udara', 'frekwensi', 'mhz', 'tutup', 'sinyal', 'rri', 'banten', 'foto', 'studio', 'tri', 'sakti', 'fm', 'alamat', 'kampung', 'cibunar', 'parung']",radio tri sakti parung panjang udara di frekwensi mhz tutup sinyal rri banten foto ini studio mereka tri sakti fm alamat di kampung cibunar parung panjang,radio tri sakti parung mengudara frekwensi mhz menutupi sinyal rri banten foto studio tri sakti fm beralamat kampung cibunar parung,radio tri sakti parung udara frekwensi mhz tutup sinyal rri banten foto studio tri sakti fm alamat kampung cibunar parung
291,Radio yang ada tempat futsalnya,0,0,1,0,positif,radio yang ada tempat futsalnya,"['radio', 'yang', 'ada', 'tempat', 'futsalnya']","['radio', 'yang', 'ada', 'tempat', 'futsalnya']","['radio', 'futsalnya']","['radio', 'futsalnya']",radio yang ada tempat futsalnya,radio futsalnya,radio futsalnya
410,Radio yang bagus,0,0,0,0,positif,radio yang bagus,"['radio', 'yang', 'bagus']","['radio', 'yang', 'bagus']","['radio', 'bagus']","['radio', 'bagus']",radio yang bagus,radio bagus,radio bagus
170,Radio yang bagus tempat nyaman dan sangat tertata saya pernah menjadi narasumber penyiarnya ramah&pintar membangun suasana tempat luas dengan beberapa studio di dalamnya. Di depannya ada berbagai warung dan minimarket.,1,1,1,0,positif,radio yang bagus tempat nyaman dan sangat tertata saya pernah menjadi narasumber penyiarnya ramah pintar membangun suasana tempat luas dengan beberapa studio di dalamnya di depannya ada berbagai warung dan minimarket,"['radio', 'yang', 'bagus', 'tempat', 'nyaman', 'dan', 'sangat', 'tertata', 'saya', 'pernah', 'menjadi', 'narasumber', 'penyiarnya', 'ramah', 'pintar', 'membangun', 'suasana', 'tempat', 'luas', 'dengan', 'beberapa', 'studio', 'di', 'dalamnya', 'di', 'depannya', 'ada', 'berbagai', 'warung', 'dan', 'minimarket']","['radio', 'yang', 'bagus', 'tempat', 'nyaman', 'dan', 'sangat', 'tata', 'saya', 'pernah', 'jadi', 'narasumber', 'siar', 'ramah', 'pintar', 'bangun', 'suasana', 'tempat', 'luas', 'dengan', 'beberapa', 'studio', 'di', 'dalam', 'di', 'depan', 'ada', 'bagai', 'warung', 'dan', 'minimarket']","['radio', 'bagus', 'nyaman', 'tertata', 'narasumber', 'penyiarnya', 'ramah', 'pintar', 'membangun', 'suasana', 'luas', 'studio', 'dalamnya', 'depannya', 'warung', 'minimarket']","['radio', 'bagus', 'nyaman', 'tata', 'narasumber', 'siar', 'ramah', 'pintar', 'bangun', 'suasana', 'luas', 'studio', 'dalam', 'depan', 'warung', 'minimarket']",radio yang bagus tempat nyaman dan sangat tata saya pernah jadi narasumber siar ramah pintar bangun suasana tempat luas dengan beberapa studio di dalam di depan ada bagai warung dan minimarket,radio bagus nyaman tertata narasumber penyiarnya ramah pintar membangun suasana luas studio dalamnya depannya warung minimarket,radio bagus nyaman tata narasumber siar ramah pintar bangun suasana luas studio dalam depan warung minimarket
603,Radio yang menyampaikan Up date berita terpercaya,0,1,0,0,positif,radio yang menyampaikan up date berita terpercaya,"['radio', 'yang', 'menyampaikan', 'up', 'date', 'berita', 'terpercaya']","['radio', 'yang', 'sampai', 'up', 'date', 'berita', 'percaya']","['radio', 'up', 'date', 'berita', 'terpercaya']","['radio', 'up', 'date', 'berita', 'percaya']",radio yang sampai up date berita percaya,radio up date berita terpercaya,radio up date berita percaya
288,Radio yang paket lengkap sih sukak!,0,0,0,0,positif,radio yang paket lengkap sih sukak,"['radio', 'yang', 'paket', 'lengkap', 'sih', 'sukak']","['radio', 'yang', 'paket', 'lengkap', 'sih', 'sukak']","['radio', 'paket', 'lengkap', 'sukak']","['radio', 'paket', 'lengkap', 'sukak']",radio yang paket lengkap sih sukak,radio paket lengkap sukak,radio paket lengkap sukak
634,Radio yang paling ngerti kebutuhan anak muda di era sekarang .cinta banget asliii??,1,1,0,0,positif,radio yang paling ngerti kebutuhan anak muda di era sekarang cinta banget asliii,"['radio', 'yang', 'paling', 'ngerti', 'kebutuhan', 'anak', 'muda', 'di', 'era', 'sekarang', 'cinta', 'banget', 'asliii']","['radio', 'yang', 'paling', 'ngerti', 'butuh', 'anak', 'muda', 'di', 'era', 'sekarang', 'cinta', 'banget', 'asliii']","['radio', 'ngerti', 'kebutuhan', 'anak', 'muda', 'era', 'cinta', 'banget', 'asliii']","['radio', 'ngerti', 'butuh', 'anak', 'muda', 'era', 'cinta', 'banget', 'asliii']",radio yang paling ngerti butuh anak muda di era sekarang cinta banget asliii,radio ngerti kebutuhan anak muda era cinta banget asliii,radio ngerti butuh anak muda era cinta banget asliii
292,Radio yang perlu didengar kita semus,0,0,0,0,positif,radio yang perlu didengar kita semus,"['radio', 'yang', 'perlu', 'didengar', 'kita', 'semus']","['radio', 'yang', 'perlu', 'dengar', 'kita', 'mus']","['radio', 'didengar', 'semus']","['radio', 'dengar', 'mus']",radio yang perlu dengar kita mus,radio didengar semus,radio dengar mus
169,Radio yang selalu memberi kesempatan bagi pelajar untuk berkembang. Di hari-hari tertentu rutin diadakan siaran pendidikan. Nah pelayanan di sana juga ramah-ramah. Operator radio dan penyiarnya ramah pada tamu dan seakan sangat senang direpotkan. Keren,1,1,0,0,positif,radio yang selalu memberi kesempatan bagi pelajar untuk berkembang di hari hari tertentu rutin diadakan siaran pendidikan nah pelayanan di sana juga ramah ramah operator radio dan penyiarnya ramah pada tamu dan seakan sangat senang direpotkan keren,"['radio', 'yang', 'selalu', 'memberi', 'kesempatan', 'bagi', 'pelajar', 'untuk', 'berkembang', 'di', 'hari', 'hari', 'tertentu', 'rutin', 'diadakan', 'siaran', 'pendidikan', 'nah', 'pelayanan', 'di', 'sana', 'juga', 'ramah', 'ramah', 'operator', 'radio', 'dan', 'penyiarnya', 'ramah', 'pada', 'tamu', 'dan', 'seakan', 'sangat', 'senang', 'direpotkan', 'keren']","['radio', 'yang', 'selalu', 'beri', 'sempat', 'bagi', 'ajar', 'untuk', 'kembang', 'di', 'hari', 'hari', 'tentu', 'rutin', 'ada', 'siar', 'didik', 'nah', 'layan', 'di', 'sana', 'juga', 'ramah', 'ramah', 'operator', 'radio', 'dan', 'siar', 'ramah', 'pada', 'tamu', 'dan', 'akan', 'sangat', 'senang', 'repot', 'keren']","['radio', 'kesempatan', 'pelajar', 'berkembang', 'rutin', 'diadakan', 'siaran', 'pendidikan', 'pelayanan', 'ramah', 'ramah', 'operator', 'radio', 'penyiarnya', 'ramah', 'tamu', 'seakan', 'senang', 'direpotkan', 'keren']","['radio', 'sempat', 'ajar', 'kembang', 'rutin', 'ada', 'siar', 'didik', 'layan', 'ramah', 'ramah', 'operator', 'radio', 'siar', 'ramah', 'tamu', 'akan', 'senang', 'repot', 'keren']",radio yang selalu beri sempat bagi ajar untuk kembang di hari hari tentu rutin ada siar didik nah layan di sana juga ramah ramah operator radio dan siar ramah pada tamu dan akan sangat senang repot keren,radio kesempatan pelajar berkembang rutin diadakan siaran pendidikan pelayanan ramah ramah operator radio penyiarnya ramah tamu seakan senang direpotkan keren,radio sempat ajar kembang rutin ada siar didik layan ramah ramah operator radio siar ramah tamu akan senang repot keren
342,Radio yang sering diputar,0,0,0,0,positif,radio yang sering diputar,"['radio', 'yang', 'sering', 'diputar']","['radio', 'yang', 'sering', 'putar']","['radio', 'diputar']","['radio', 'putar']",radio yang sering putar,radio diputar,radio putar
605,Radio yang setia ??temenin aq sambil belajar di era an kangen suasana kota malang Krn udh hijrah di Balikpapan,1,0,0,0,positif,radio yang setia temenin aq sambil belajar di era an kangen suasana kota malang krn udh hijrah di balikpapan,"['radio', 'yang', 'setia', 'temenin', 'aq', 'sambil', 'belajar', 'di', 'era', 'an', 'kangen', 'suasana', 'kota', 'malang', 'krn', 'udh', 'hijrah', 'di', 'balikpapan']","['radio', 'yang', 'setia', 'temenin', 'aq', 'sambil', 'ajar', 'di', 'era', 'an', 'kangen', 'suasana', 'kota', 'malang', 'krn', 'udh', 'hijrah', 'di', 'balikpapan']","['radio', 'setia', 'temenin', 'aq', 'belajar', 'era', 'an', 'kangen', 'suasana', 'kota', 'malang', 'udh', 'hijrah', 'balikpapan']","['radio', 'setia', 'temenin', 'aq', 'ajar', 'era', 'an', 'kangen', 'suasana', 'kota', 'malang', 'udh', 'hijrah', 'balikpapan']",radio yang setia temenin aq sambil ajar di era an kangen suasana kota malang krn udh hijrah di balikpapan,radio setia temenin aq belajar era an kangen suasana kota malang udh hijrah balikpapan,radio setia temenin aq ajar era an kangen suasana kota malang udh hijrah balikpapan
172,Radio yang sudah didirikan cukup lama dan siarannya pun bagus. Dulu pernah waktu SMA izin ke radio RRI untuk rekaman dubbing untuk pagelaran drama musikal di sekolah. Senang sekali pengalaman yang mengesankan. Semoga RRI selalu jaya sekali di udara tetap di udara.,1,0,0,0,positif,radio yang sudah didirikan cukup lama dan siarannya pun bagus dulu pernah waktu sma izin ke radio rri untuk rekaman dubbing untuk pagelaran drama musikal di sekolah senang sekali pengalaman yang mengesankan semoga rri selalu jaya sekali di udara tetap di udara,"['radio', 'yang', 'sudah', 'didirikan', 'cukup', 'lama', 'dan', 'siarannya', 'pun', 'bagus', 'dulu', 'pernah', 'waktu', 'sma', 'izin', 'ke', 'radio', 'rri', 'untuk', 'rekaman', 'dubbing', 'untuk', 'pagelaran', 'drama', 'musikal', 'di', 'sekolah', 'senang', 'sekali', 'pengalaman', 'yang', 'mengesankan', 'semoga', 'rri', 'selalu', 'jaya', 'sekali', 'di', 'udara', 'tetap', 'di', 'udara']","['radio', 'yang', 'sudah', 'diri', 'cukup', 'lama', 'dan', 'siar', 'pun', 'bagus', 'dulu', 'pernah', 'waktu', 'sma', 'izin', 'ke', 'radio', 'rri', 'untuk', 'rekam', 'dubbing', 'untuk', 'pagelaran', 'drama', 'musikal', 'di', 'sekolah', 'senang', 'sekali', 'alam', 'yang', 'kesan', 'moga', 'rri', 'selalu', 'jaya', 'sekali', 'di', 'udara', 'tetap', 'di', 'udara']","['radio', 'didirikan', 'siarannya', 'bagus', 'sma', 'izin', 'radio', 'rri', 'rekaman', 'dubbing', 'pagelaran', 'drama', 'musikal', 'sekolah', 'senang', 'pengalaman', 'mengesankan', 'semoga', 'rri', 'jaya', 'udara', 'udara']","['radio', 'diri', 'siar', 'bagus', 'sma', 'izin', 'radio', 'rri', 'rekam', 'dubbing', 'pagelaran', 'drama', 'musikal', 'sekolah', 'senang', 'alam', 'kesan', 'moga', 'rri', 'jaya', 'udara', 'udara']",radio yang sudah diri cukup lama dan siar pun bagus dulu pernah waktu sma izin ke radio rri untuk rekam dubbing untuk pagelaran drama musikal di sekolah senang sekali alam yang kesan moga rri selalu jaya sekali di udara tetap di udara,radio didirikan siarannya bagus sma izin radio rri rekaman dubbing pagelaran drama musikal sekolah senang pengalaman mengesankan semoga rri jaya udara udara,radio diri siar bagus sma izin radio rri rekam dubbing pagelaran drama musikal sekolah senang alam kesan moga rri jaya udara udara
432,Radio yang sudah lama eksis di Indonesia terutama di malang. Dulu kala lokasinya di jalan merbabu dpn taman saxophone. Lalu pindah ke candi panggung. Pelayanannya baik dan ramah. Pernah bawa anak mereka menjelaskan dengan sabar.,1,0,1,0,positif,radio yang sudah lama eksis di indonesia terutama di malang dulu kala lokasinya di jalan merbabu dpn taman saxophone lalu pindah ke candi panggung pelayanannya baik dan ramah pernah bawa anak mereka menjelaskan dengan sabar,"['radio', 'yang', 'sudah', 'lama', 'eksis', 'di', 'indonesia', 'terutama', 'di', 'malang', 'dulu', 'kala', 'lokasinya', 'di', 'jalan', 'merbabu', 'dpn', 'taman', 'saxophone', 'lalu', 'pindah', 'ke', 'candi', 'panggung', 'pelayanannya', 'baik', 'dan', 'ramah', 'pernah', 'bawa', 'anak', 'mereka', 'menjelaskan', 'dengan', 'sabar']","['radio', 'yang', 'sudah', 'lama', 'eks', 'di', 'indonesia', 'utama', 'di', 'malang', 'dulu', 'kala', 'lokasi', 'di', 'jalan', 'merbabu', 'dpn', 'taman', 'saxophone', 'lalu', 'pindah', 'ke', 'candi', 'panggung', 'layan', 'baik', 'dan', 'ramah', 'pernah', 'bawa', 'anak', 'mereka', 'jelas', 'dengan', 'sabar']","['radio', 'eksis', 'indonesia', 'malang', 'lokasinya', 'jalan', 'merbabu', 'dpn', 'taman', 'saxophone', 'pindah', 'candi', 'panggung', 'pelayanannya', 'ramah', 'bawa', 'anak', 'sabar']","['radio', 'eks', 'indonesia', 'malang', 'lokasi', 'jalan', 'merbabu', 'dpn', 'taman', 'saxophone', 'pindah', 'candi', 'panggung', 'layan', 'ramah', 'bawa', 'anak', 'sabar']",radio yang sudah lama eks di indonesia utama di malang dulu kala lokasi di jalan merbabu dpn taman saxophone lalu pindah ke candi panggung layan baik dan ramah pernah bawa anak mereka jelas dengan sabar,radio eksis indonesia malang lokasinya jalan merbabu dpn taman saxophone pindah candi panggung pelayanannya ramah bawa anak sabar,radio eks indonesia malang lokasi jalan merbabu dpn taman saxophone pindah candi panggung layan ramah bawa anak sabar
228,Radio yg tetep eksis sampai sekarang,1,0,0,0,positif,radio yg tetep eksis sampai sekarang,"['radio', 'yg', 'tetep', 'eksis', 'sampai', 'sekarang']","['radio', 'yg', 'tetep', 'eks', 'sampai', 'sekarang']","['radio', 'tetep', 'eksis']","['radio', 'tetep', 'eks']",radio yg tetep eks sampai sekarang,radio tetep eksis,radio tetep eks
399,"Radionya menyala
Pro ",0,1,0,0,positif,radionya menyala pro ,"['radionya', 'menyala', 'pro']","['radio', 'nyala', 'pro']","['radionya', 'menyala', 'pro']","['radio', 'nyala', 'pro']",radio nyala pro,radionya menyala pro,radio nyala pro
